"Autor de la contribución
Apellido, Nombre",Fuente de datos,Seudónimo,Sexo,País de origen,Año de nacimiento del colaborador,Año de muerte del colaborador,GND_ID,Wikidata_ID,Colaboradores_GND,Sexo o género_GND,Fecha de nacimiento_GND,Fecha de fallecimiento_GND,Lugar de nacimiento GND,País de origen GND,Colaboradores_Wikidata,sexo o género_Wikidata,Lugar de nacimiento_Wikidata,País de origen_Wikidata,Fecha de nacimiento_Wikidata,Fecha de fallecimiento_Wikidata,Colaborador_VIAF,Link_VIAF,,
"Morales Pino, Augusto",https://www.wikidata.org/wiki/Q94978516,,M,Colombia,1912,,1057577383,Q94978516,"Morales-Pino, Augusto",Unbekannt,1912,,,,Augusto Morales-Pino,male,Bogotá,Colombia,,,"Morales Pino, Augusto",,,
"Morand, Paul",https://d-nb.info/gnd/118784757,,M,Francia,1888,1976,118784757,Q272,,,,,,,,,,,,,,http://viaf.org/viaf/32000675,32000675,
"Moréas, Jean",https://es.wikipedia.org/wiki/Jean_Mor%C3%A9as,,M,Grecia,1856,1910,1158296924,Q353857,"Moréas, Jean",,,,,,Jean Moréas,male,Athens,Greece,1856-04-15,1910-04-30,"Moréas, Jean",http://viaf.org/viaf/49229308,,
"Moreau, Auguste",https://www.wikidata.org/wiki/Q2871324,,M,Francia,1834,1917,1033989401,Q2871324,"Moreau, Auguste",Männlich,1834,1917,Dijon,Frankreich,Auguste Moreau,male,Dijon,France,1834-02-22,1917-11-11,"Moreau, Auguste",,,
"Moreno Alba, Miguel","Otero Muñoz, Gustavo: Hombres y ciudades : antología del paisaje, de las letras y de los hombres de Colombia. - Bogotá , 1948. Avila, Abel: El Pensamiento Costeño : Diccionario de Escritores. - Barranquilla : Editorial Antillas, 1992-1999.",,M,Colombia,1890,1942,,,,,,,,,,,,,,,,,,
"Moreno de Angel, Pilar",https://www.wikidata.org/wiki/Q55987984,,F,Colombia,1929,2006,1056705795,Q55987984,"Moreno de Angel, Pilar",Unbekannt,1929,2006,,,Pilar Moreno de Angel,female,1929-11-13T00:00:00Z,2006-06-26T00:00:00Z,Medellín,Colombia,"Moreno de Ángel, Pilar",http://viaf.org/viaf/32038434,32038434,
"Moreno Jaramillo, Miguel",https://www.wikidata.org/wiki/Q6014795,,M,Colombia,1890,1976,,Q6014795,"MORENO JARAMILLO, MIGUEL",,,,,,Miguel Moreno Jaramillo,male,1890-01-01T00:00:00Z,1976-01-01T00:00:00Z,Santo Domingo,Colombia,"Moreno Jaramillo, Miguel, 1890-",http://viaf.org/viaf/23461777,23461777,
"Morice, Charles",https://fr.wikipedia.org/wiki/Charles_Morice,,M,Francia,1860,1919,116928883,Q2959857,"Morice, Charles",Männlich,1860,1919,,,Charles Morice,male,Saint-Étienne,France,1860-05-15,1919-03-18,"Morice, Charles",http://viaf.org/viaf/22152661,,
"Morla Vicuña, Carlos",https://www.wikidata.org/wiki/Q23680562,,M,Chile,1846,1900,1140457632,Q23680562,"Morla Vicuña, Carlos",Unbekannt,1846,1901,Santiago de Chile,Chile,Carlos Morla Vicuña,male,Santiago,Chile,1846-01-01T00:00:00Z,1900-01-01T00:00:00Z,"Morla Vicuña, Carlos",http://viaf.org/viaf/36558442,36558442,
"Motta Salas, Julián",https://www.wikidata.org/wiki/Q65174001,,,,1891,1972,1018965750,Q65174001,"Motta Salas, Julián",Unbekannt,1891,,,,Julián Motta Salas,male,,,1891-04-11T00:00:00Z,1972-07-01T00:00:00Z,"Motta Salas, Julián",http://viaf.org/viaf/173145856827622920005,"1,73146E+20",
"Múnera Arango, Darío",https://www.wikidata.org/wiki/Q29940319,,M,Colombia,1924,2017,,Q29940319,"MUNERA ARANGO, DARIO",,,,,,Darío Múnera Arango,male,1924-01-19T00:00:00Z,2017-04-23T00:00:00Z,Girardota,Colombia,"Arango, Dario, 1926-",http://viaf.org/viaf/118706215,118706215,
"Muñoz Díaz, Jesús",https://www.wikidata.org/wiki/Q93427685,,M,Colombia,1908,1996,127115382,Q93427685,"Munoz, Jesús",Unbekannt,1908,1996,,,Jesús Muñoz Díaz,,1908-01-01T00:00:00Z,1996-04-19T00:00:00Z,,,"MUNOZ, JESÚS",,,
"Muñoz Duque, Aníbal",https://www.wikidata.org/wiki/Q615194,,M,Colombia,1908,1987,,Q615194,"MUNOZ DUQUE, ANIBAL.",,,,,,Aníbal Muñoz Duque,male,1908-10-03T00:00:00Z,1987-01-15T00:00:00Z,Santa Rosa de Osos,Colombia,Aníbal Muñoz Duque,http://viaf.org/viaf/305115050,305115050,
"Munoz Fernández, Francisco de Paula",Sánchez: Diccionario Autores Antioqueños,Mingrelio,M,Colombia,1840,1914,,,,,,,,,,,,,,,,,,
"Muñoz Obando, Genaro",https://d-nb.info/gnd/1023052520,,,,1884,1954,1023052520,,"Muñoz Obando, Genaro",Unbekannt,1884,1954,,,"Muñoz Obando, Genaro",,,,,,"Muñoz Obando, Genaro",http://viaf.org/viaf/73105016,73105016,
"Murger, Henry",http://viaf.org/viaf/66471524,,M,Francia,1822,1861,,,,,,,,,,,,,,,,http://viaf.org/viaf/66471524,66471524,
"Murillo, Ernesto",https://d-nb.info/gnd/1057452823,,,Chile,1922,,1057452823,,"Murillo, Ernesto",Unbekannt,1922,,,Chile,Ernesto Murillo,,,,,,"Murillo, Ernesto",,,
"Mutis Jaramillo, Álvaro",https://www.wikidata.org/wiki/Q251123,,M,Colombia,1923,2013,11922111X,Q251123,"Mutís, Álvaro",Männlich,1923,2013,Bogotá,Kolumbien,Álvaro Mutis,male,Bogotá,Colombia,1923-08-25,2013-09-11,"Mutís, Álvaro",https://viaf.org/viaf/113770418/,113770418,
"Mutis, José Celestino",https://d-nb.info/gnd/119559668,,M,,1732,1808,119559668,,"Mutis, José Celestino",Männlich,1732-04-06,1808-09-11,,,"Mutis, José Celestino",,,,,,"Mutis, José Celestino",,,
"Naranjo Martínez, Enrique",https://gw.geneanet.org/gnaranjof1?lang=fr&n=naranjo+martinez&oc=0&p=enrique,,M,Colombia,1884,1958,1144664675,,"Naranjo, Enrique",Männlich,,,,,"Naranjo Martínez, Enrique",,,,,,"Naranjo Martínez, Enrique",http://viaf.org/viaf/48770167,,
"Naranjo Villegas, Abel",https://www.wikidata.org/wiki/Q105533705,,M,Colombia,1910,1992,1158916809,Q105533705,"Naranjo Villegas, Abel",Unbekannt,,,,,Abel Naranjo Villegas,male,,,1910-06-24T00:00:00Z,1992-02-17T00:00:00Z,"Naranjo Villegas, Abel",http://viaf.org/viaf/7548593,7548593,
"Naranjo Villegas, Javier",https://www.wikidata.org/wiki/Q1469411,,M,Colombia,1919,2014,,Q1469411,"NARANJO VILLEGAS, JAVIER",,,,,,Javier Naranjo Villegas,male,1919-01-21T00:00:00Z,2014-03-07T00:00:00Z,Abejorral,Colombia,"NARANJO VILLEGAS, JAVIER",,,
"Narváez, Roberto",https://d-nb.info/gnd/124149343X,,M,Colombia,1847,1895,124149343X,,"Narváez, Roberto de",Unbekannt,1847-10-19,1895-02-26,Bogotá,Kolumbien,"Narváez, Roberto",,,,,,"Narváez, Roberto",http://viaf.org/viaf/3521163274270812440002,"3,52116E+21",
"Navarro Lince, Humberto",https://d-nb.info/gnd/123577500,,,Colombia,1931,,123577500,,"Navarro Lince, Humberto",Unbekannt,1931,,,,"NAVARRO LINCE, HUMBERTO",,,,,,"Navarro Lince, Humberto, 1931-",http://viaf.org/viaf/52600117,52600117,
"Navarro, Nepomuceno J.",https://d-nb.info/gnd/1056378697,,,,1834,1890,1056378697,,"Navarro, Nepomuceno",Unbekannt,1834,1890,,,"Navarro, Nepomuceno J.",,,,,,"Navarro, Nepomuceno J.",,,
"Navas Spínola, Domingo",https://www.wikidata.org/wiki/Q5812858,,M,Venezuela,1800,1900,,Q5812858,"Navas Spínola, Domingo",,,,,,Domingo Navas Spínola,male,,,1800-01-01,1900-01-01,"Navas Spínola, Domingo",http://viaf.org/viaf/71010270,71010270,
"Navia, Miguel",Sánchez: Diccionario,Martín Paz,M,Colombia,1872,1913,,,"Navia, Miguel",,,,,,"Navia, Miguel",,,,,,"Navia, Miguel",,,
"Nervo, Amado",http://viaf.org/viaf/97487,,M,México,1870,1919,11878594X,Q452130,"Nervo, Amado",Unbekannt,1870-08-27,1919-05-24,Tepic,Mexiko,Amado Nervo,male,"Tepic, Nayarit",Mexico,1870-08-27,1919-05-24,"Nervo, Amado",http://viaf.org/viaf/97487,,
"Nieremberg, Juan Eusebio",https://www.wikidata.org/wiki/Q3087430,,M,España,1595,1658,119439875,Q3087430,"Nieremberg, Juan Eusebio",Männlich,1595-09-09,1658-04-07,Madrid,Spanien,Juan Eusebio Nieremberg,male,Madrid,España,1595-09-09,1658-04-07,"Nieremberg, Juan Eusebio",,,
"Nieto Caballero, Agustín",https://www.wikidata.org/wiki/Q2827358,,M,Colombia,1889,1975,17309676X,Q2827358,"Nieto Caballero, Agustín",Unbekannt,1889-08-17,1975-11-03,Bogotá,Kolumbien,Agustín Nieto Caballero,male,Bogotá,Colombia,1889-08-17,1975-01-01,"Nieto Caballero, Agustín",http://viaf.org/viaf/195607474,195607474,
"Nieto Caballero, Luis Eduardo",https://es.wikipedia.org/wiki/Luis_Eduardo_Nieto_Caballero,,M,Colombia,1888,1957,173096778,Q17364395,"Nieto Caballero, Luis Eduardo",Unbekannt,1888,1957,,,Luis Eduardo Nieto Caballero,male,,,1888-05-05,1957-01-01,"Nieto Caballero, Luis Eduardo",http://viaf.org/viaf/34451789,34451789,
"Nieto, Ricardo",https://enciclopedia.banrepcultural.org/index.php/Ricardo_Nieto,,M,Colombia,1878,1952,1057611611,Q50681680,"Nieto Calle, Ricardo",Unbekannt,,,,,"Nieto, Ricardo",male,Facatativá,Colombia,1901-01-01,,"Nieto, Ricardo",,,
"Nietzsche, Friedrich",http://viaf.org/viaf/89798474,,M,Alemania,1844,1900,,,,,,,,,,,,,,,,,,
"Noguera, Rodrigo",https://d-nb.info/gnd/1056770260,,,,1892,1972,1056770260,,"Noguera Barreneche, Rodrigo",Unbekannt,1892,1972,,,"Noguera, Rodrigo",,,,,,"Noguera, Rodrigo",http://viaf.org/viaf/23475263,23475263,
"Núñez, Rafael",https://www.wikidata.org/wiki/Q683532,,M,Colombia,1825,1894,118786571,Q683532,"Núñez, Rafael",Unbekannt,1825-09-28,1894-09-18,Cartagena (Kolumbien),Kolumbien,Rafael Núñez,male,Cartagena de Indias,Colombia,1825-09-28,1894-09-18,"Núñez, Rafael",http://viaf.org/viaf/7515777,7515777,
"O'Kelly, James J.",https://d-nb.info/gnd/1160335893,,M,Irlandia,1845,1916,1160335893,,"O'Kelly, James J.",Unbekannt,1845,1916,,,"O'Kelly, James J.",,,,,,"O'Kelly, James J.",http://viaf.org/viaf/37095025,37095025,
"Obeso Hernández, Candelario",https://www.wikidata.org/wiki/Q1032945,,M,Colombia,1849,1884,118861336,Q1032945,,,,,,,,,,,,,,https://viaf.org/viaf/76348454,76348454,
"Ocampo Z., Alfredo",https://d-nb.info/gnd/1057045667,,,,1930,,1057045667,,"Ocampo Zamorano, Alfredo",Unbekannt,1930,,,,"Ocampo Z., Alfredo",,,,,,"Ocampo Z., Alfredo",,,
"Ochoa, Lisandro",http://viaf.org/viaf/9578041,,M,Colombia,1867,1948,,,"OCHOA, LISANDRO",,,,,,"OCHOA, LISANDRO",,,,,,"Ochoa, Lisandro, 1867-1948",http://viaf.org/viaf/9578041,9578041,
"Olano, Ricardo",http://viaf.org/viaf/44250842,,M,Colombia,1874,1947,1057611913,Q94375186,"Olano, Ricardo",Unbekannt,1874,1947,,,Ricardo Olano,,,,1874-01-01,1947-01-01,"Olano, Ricardo",http://viaf.org/viaf/44250842,,
"Olaya Herrera, Enrique",https://es.wikipedia.org/wiki/Enrique_Olaya_Herrera,,M,Colombia,1880,1937,1056436808,Q3054701,"Olaya Herrera, Enrique",Unbekannt,1880,1937,,,Enrique Olaya Herrera,male,Guateque,Colombia,1880-11-12,1937-02-18,"Olaya Herrera, Enrique",http://viaf.org/viaf/98724949,,
"Olózaga Restrepo de Cabo, Susana",Gallo Martínez,,F,Colombia,1880,,,,"Olózaga de Cabo, Susana",,,,,,"Olózaga de Cabo, Susana",,,,,,"Olózaga de Cabo, Susana",,,
"Orbigny, Alcide Charles Victor Marie Dessalines de",https://www.wikidata.org/wiki/Q344661,,M,Francia,1802,1857,,Q344661,,,,,,,,,,,,,,,,
"Ortiz Arango, Rafael",https://d-nb.info/gnd/1214462693,,,Colombia,,,1214462693,,"Ortiz Arango, Rafael",Unbekannt,,,,,"ORTIZ ARANGO, RAFAEL",,,,,,"ORTIZ ARANGO, RAFAEL",,,
"Ortiz de Sánchez Montenegro, Blanca",Echavarria,,F,Colombia,1910,1977,,,"Sánchez Montenegro, Blanca de",,,,,,"Sánchez Montenegro, Blanca de",,,,,,"Sánchez Montenegro, Blanca de",http://viaf.org/viaf/41630320,41630320,
"Ortiz González, Rafael",https://www.wikidata.org/wiki/Q16624131,,M,Colombia,1911,1990,,Q16624131,"Ortiz González, Rafael",,,,,,Rafael Ortiz González,male,"San Andrés, Santander",Colombia,1911-01-01T00:00:00Z,1990-01-01T00:00:00Z,"Ortiz González, Rafael",http://viaf.org/viaf/23576274,23576274,
"Ortiz, José Joaquín",https://www.wikidata.org/wiki/Q3810463,,M,Colombia,1814,1892,,Q3810463,"Ortiz, José Joaquín",,,,,,José Joaquín Ortiz,male,Tunja,Colombia,1814-01-01,1892-01-01,"Ortiz, José Joaquín, 1814-1892",http://viaf.org/viaf/32310550,32310550,
"Ortiz, Juan Buenaventura",https://www.wikidata.org/wiki/Q64760422,,M,,1840,1894,1056292687,Q64760422,"Buenaventura Ortíz, Juan",Unbekannt,,,,,Juan Buenaventura Ortiz,male,,,1840-09-20T00:00:00Z,1894-08-15T00:00:00Z,"Ortiz, Juan Buenaventura",,,
"Ortiz, Juan Francisco",https://www.wikidata.org/wiki/Q104514877,,M,,1808,1875,1055472657,Q104514877,"Ortiz, Juan Francisco",Unbekannt,1808,1875,,,Juan Francisco Ortiz,male,,,1808-09-28T00:00:00Z,1875-07-21T00:00:00Z,"Ortiz, Juan Francisco",,,
"Ortiz, Sergio Elías",https://d-nb.info/gnd/1056724412,,,,1894,,1056724412,,"Ortiz, Sergio Elías",Unbekannt,1894,,,,"Ortiz, Sergio Elías",,,,,,"Ortiz, Sergio Elías",,,
"Ortiz, Venancio",https://d-nb.info/gnd/1027518788,,M,Colombia,1818,1891,1027518788,Q109859353,"Ortiz, Venancio",Männlich,1818-12-19,1891-12-13,Ibagué,Kolumbien,Venancio Ortiz,male,,,1818-12-19,1891-12-13,"Ortiz, Venancio, 1818-1891",http://viaf.org/viaf/89303209,89303209,
"Osorio Isaza, Antonio",https://d-nb.info/gnd/1056444916,,,Colombia,,,1056444916,,"Osorio Isaza, Antonio",Unbekannt,,,,,"OSORIO ISAZA, ANTONIO",,,,,,"OSORIO ISAZA, ANTONIO",,,
"Osorio Marín, Nelson",https://d-nb.info/gnd/1056689358,,,,1941,,1056689358,,"Osorio Marín, Nelson",Unbekannt,1941,,,,"Osorio Marín, Nelson",,,,,,"Osorio Marín, Nelson",,,
"Osorio, Fanny",Minchero; Echavarria,,F,Colombia,1926,,130380164,,"Osorio Giraldo, Fanny",Unbekannt,,,,,"Osorio, Fanny",,,,,,"Osorio, Fanny",,,
"Osorio, Luis Enrique",https://www.wikidata.org/wiki/Q5983275,,M,Colombia,1896,1966,121723305,Q5983275,"Osorio, Luis Enrique",Unbekannt,1896,1966,Bogotá,Kolumbien,Luis Enrique Osorio,male,Bogotá,Colombia,1896-03-27T00:00:00Z,1966-08-22T00:00:00Z,"Osorio, Luis Enrique",http://viaf.org/viaf/57477188,57477188,
"Osorio, Miguel Ángel",https://www.wikidata.org/wiki/Q1744460,Porfirio Barba-Jacob,M,Colombia,1883,1942,1238543022,Q1744460,"Osorio Benítez, Miguel Ángel",Unbekannt,1883-07-29,1942-01-14,,,Porfirio Barba-Jacob,male,Santa Rosa de Osos,Colombia,1883-07-29,1942-01-14,"Barba-Jacob, Porfirio, 1883-1942",http://viaf.org/viaf/17237110,17237110,
"Ospina Arias, Libardo",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1912,,,,,,,,,,,,,,,,,,,
"Ospina de Navarro, Sofía",https://www.wikidata.org/wiki/Q6131264,,F,Colombia,1893,1974,136581110,Q6131264,"Ospina de Navarro, Sofía",Unbekannt,1893,1974,,,Sofía Ospina de Navarro,female,1892-01-01T00:00:00Z,1974-01-01T00:00:00Z,Medellín,Colombia,"Ospina de Navarro, Sofía 1893-1974",http://viaf.org/viaf/40789728,40789728,
"Ospina Hernández, Mariano",https://www.wikidata.org/wiki/Q50768352,,M,Colombia,1927,2018,,Q50768352,"OSPINA HERNÁNDEZ, MARÍANO",,,,,,Mariano Ospina Hernández,male,1927-08-02T00:00:00Z,2018-03-12T00:00:00Z,Medellín,Colombia,"Ospina Hernández, Mariano 1927-",http://viaf.org/viaf/262318744,262318744,
"Ospina Londoño, Jorge",Gallo Martínez,,M,Colombia,1912,,,,,,,,,,,,,,,,"Ospina Londoño, Jorge",http://viaf.org/viaf/145145856976322920918,145145856976323000000,
"Ospina Pérez, Mariano",https://www.wikidata.org/wiki/Q559034,,M,Colombia,1891,1976,,Q559034,"OSPINA PEREZ, MARÍANO",,,,,,Mariano Ospina Pérez,male,1891-11-24T00:00:00Z,1976-04-14T00:00:00Z,Medellín,Colombia,"Ospina Pérez, Mariano 1891-1976",http://viaf.org/viaf/59090956,59090956,
"Ospina Puerta, José María",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1885,1956,,,,,,,,,,,,,,,,,,
"Ospina Vásquez, Luis",https://d-nb.info/gnd/170723585,,M,Colombia,1905,1977,170723585,Q100381486,"Ospina Vásquez, Luis",Männlich,1905,1977,Medellin,Kolumbien,Luis Ospina Vásquez,male,,,,,"OSPINA VASQUEZ, LUIS",,,
"Ospina Vásquez, Mariano",https://es.wikipedia.org/wiki/Mariano_Ospina_V%C3%A1squez,,M,Guatemala,1869,1941,1055472894,Q104383427,"Ospina, Mariano",Unbekannt,1805,1885,,,Mariano Ospina Vásquez,male,Guatemala,Guatemala,1869-01-01,1941-12-10,"Ospina Vásquez, Mariano",,,
"Ospina Vásquez, Tulio",https://www.wikidata.org/wiki/Q6153755,,M,Colombia,1857,1921,1057188638,Q6153755,"Ospina, Tulio",Unbekannt,1867-04-04,1921-02-17,Medellin,Kolumbien,Tulio Ospina,male,Medellín,Colombia,1857-04-04,1921-02-17,"Ospina, Tulio",http://viaf.org/viaf/11367181,11367181,
"Ospina, Pedro Nel",https://www.wikidata.org/wiki/Q2744236,,M,Colombia,1858,1927,1122068298,Q2744236,"Ospina, Pedro Nel",Unbekannt,1858-09-18,1927-07-01,Bogotá,Kolumbien,Pedro Nel Ospina Vázquez,male,Bogotá,Colombia,1858-09-18,1927-07-01,"Ospina, Pedro Nel",,,
"Ossa Gómez, J. Efrén",https://d-nb.info/gnd/1056633859,,,Colombia,1919,,1056633859,,"Ossa Gómez, J. Efrén",Unbekannt,1919,,,,"OSSA GÓMEZ, J. EFREN",,,,,,"Ossa Gómez, J. Efrén 1919-",http://viaf.org/viaf/309775329,309775329,
"Ossa Varela, Peregrino",https://d-nb.info/gnd/1159057559,,,Colombia,,,1159057559,,"Ossa Varela, Peregrino",Unbekannt,,,,,"OSSA VARELA, PEREGRINO",,,,,,"Ossa Varela, Peregrino",http://viaf.org/viaf/684152636165320052801,684152636165320000000,
"Otero Muñoz, Gustavo",https://d-nb.info/gnd/1055472940,,,Colombia,1894,1957,1055472940,,"Otero Muñoz, Gustavo",Unbekannt,1894,1957,Bucaramanga,Kolumbien,"Otero Muñoz, Gustavo",,,,,,"Otero Muñoz, Gustavo",,,
"Ouvré, Henry",https://viaf.org/viaf/24368346/,,M,Francia,1824,1890,1055137270,Q55686185,"Ouvré, Henri",Unbekannt,1824,,,,"Ouvré, Henry",male,Orléans,France,1824-01-16,1890-10-25,"Ouvré, Henry",https://viaf.org/viaf/24368346/,,
"Oviedo, Juan Antonio de",https://d-nb.info/gnd/1057218634,,,,1670,1757,1057218634,,"Oviedo, Juan Antonio de",Unbekannt,1670,1757,,,"Oviedo, Juan Antonio de",,,,,,"Oviedo, Juan Antonio de",http://viaf.org/viaf/78642621,78642621,
"Pabón Núñez, Lucio",https://www.wikidata.org/wiki/Q5982309; QeQ Ven.; Minchero; Sánchez: Diccionario,Javier Yáñez; Victor Manuel Estébez; Azael Castro; Iván Zamora; Xahis,M,Colombia,1914,1988,1048642844,Q5982309,"Pabón Núñez, Lucio",Unbekannt,1914,,,,Lucio Pabón Núñez,male,Convención,Colombia,1914-01-01,1988-07-19,"Pabón Núñez, Lucio",http://viaf.org/viaf/48157597,48157597,
"Pacheco, Juan Manuel",https://d-nb.info/gnd/137462212,,,,1914,,137462212,,"Pacheco, Juan Manuel",Unbekannt,1914,,,,"Pacheco, Juan Manuel",,,,,,"Pacheco, Juan Manuel",http://viaf.org/viaf/22170381,22170381,
"Páez M., Julián","Minchero; Orjuela, Bibliografía",,M,,1857,,,,"Páez M., Julián",,,,,,"Páez M., Julián",,,,,,"Paez M., Julián",http://viaf.org/viaf/43842752,43842752,
"Paillié, Francisco A.",Otero Muñoz; Echavarria,,M,Colombia,1881,,,,,,,,,,,,,,,,,,,
"Palacio Laverde, Carlos",Gallo Martínez,,M,Colombia,1906,1969,,,,,,,,,,,,,,,"Palacio Laverde, Carlos",,,
"Palacio, Eduardo A.",González/Zafir; Echavarria,,M,Colombia,1888,1938,,,"Palacio, Eduardo A.",,,,,,"Palacio, Eduardo A.",,,,,,"Palacio, Eduardo A.",,,
"Palacio, Ernesto O.",https://d-nb.info/gnd/1248606183,,,Colombia,1870,1912,1248606183,,"Palacio, Ernesto O.",Unbekannt,1870-01-16,1912-08-22,Barranquilla (Atlántico),Kolumbien,"Palacio, Ernesto O.",,,,,,"Palacio, Ernesto O.",http://viaf.org/viaf/3419164120384010470006,"3,41916E+21",
"Palacio, Manuel del",http://viaf.org/viaf/2636638,,M,España,1831,1906,,,,,,,,,,,,,,,,,,
"Palacios Pérez, Consuelo",Sánchez: Diccionario Autores Antioqueños,Graciela Montemar,F,Colombia,1929,,,,,,,,,,,,,,,,,,,
"Palacios, Eustaquio",https://www.wikidata.org/wiki/Q5477780,,M,,1830,1898,,Q5477780,"Palacios, Eustaquio",,,,,,Eustaquio Palacios,male,,,1830-02-17T00:00:00Z,1898-02-06T00:00:00Z,"Palacios, Eustaquio",http://viaf.org/viaf/22174453,22174453,
"Paláu, Alfonso",Nieto; WW Latin America 1,,M,Colombia,1886,1951,,,"Paláu, Alfonso",,,,,,"Paláu, Alfonso",,,,,,"Paláu, Alfonso",,,
"Palma, Clemente",http://viaf.org/viaf/43178261,,M,Perú,1872,1946,118872907,Q2281130,"Palma, Clemente",Unbekannt,1872,1944,,,Clemente Palma,male,Lima,Peru,1872-12-03,1946-08-13,"Palma, Clemente",http://viaf.org/viaf/43178261,,
"Panesso Robledo, Antonio",https://www.wikidata.org/wiki/Q5699277,,M,Colombia,1918,2012,1027290213,Q5699277,"Panesso Robledo, Antonio",Männlich,1918,2012,,,Antonio Panesso Robledo,male,1918-01-01T00:00:00Z,2012-05-19T00:00:00Z,,,"Panesso Robledo, Antonio",http://viaf.org/viaf/33576910,33576910,
"Papini, Giovanni",http://viaf.org/viaf/9851499,,M,Italia,1881,1956,,,,,,,,,,,,,,,,,,
"Pardo de Hurtado, Isabel",https://d-nb.info/gnd/105308868X,Diana Rubens,,,1910,,105308868X,Q23134332,"Pardo de Hurtado, Isabel",Unbekannt,1910,,,,"Pardo de Hurtado, Isabel",female,,,,,"Pardo de Hurtado, Isabel",http://viaf.org/viaf/1552161098962129640009,"1,55216E+21",
"Pardo Farelo, Enrique",https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,Luis Tablanca,M,Colombia,1883,1965,1012009076,Q60828328,"Tablanca, Luis",Unbekannt,1883,1965,,,Luis Tablanca,male,,,1883-01-01,1965-01-01,"Tablanca, Luis, 1883-1965",https://viaf.org/viaf/170559697/,170559697,
"Pardo García, Germán",https://www.wikidata.org/wiki/Q5878790,,M,Colombia,1902,1991,143678256,Q5878790,"García, Germán Pardo",Unbekannt,1902,1991,,Kolumbien,"Pardo García, Germán",male,Choachí,Colombia,1902-07-19,1991-08-23,"Pardo García, Germán",https://viaf.org/viaf/95314520,95314520,
"Pardo Tovar, Andrés",https://d-nb.info/gnd/1056295317,,M,Colombia,1911,1972,1056295317,Q430866,"Pardo Tovar, Andrés",Männlich,1911-03-05,1972-08-31,Bogotá,Kolumbien,Andrés Pardo Tovar,male,Bogotá,Colombia,1911-03-05T00:00:00Z,1972-08-31T00:00:00Z,"Pardo Tovar, Andrés",http://viaf.org/viaf/98950986,98950986,
"Pareja, Carlos H.",http://viaf.org/viaf/1890725,Simón Latino,,,1900,,117673279X,,"Pareja, Carlos H.",Unbekannt,,,,,"Pareja, Carlos H.",,,,,,"Pareja, Carlos H.",http://viaf.org/viaf/1890725,1890725,
"París, Luis",https://es.wikipedia.org/wiki/Luis_Par%C3%ADs,,M,España,1863,1936,1057194115,Q38200081,"París, Luis",Unbekannt,1863,,,,Luis París,male,,España,1863-01-01,1936-01-01,"París, Luis",https://viaf.org/viaf/310554612/,,
"Parma, Juan de",https://www.wikidata.org/wiki/Q1698771,,M,Italia,1208,1289,,Q1698771,"Parma, Juan de",,,,,,"Parma, Juan de",male,Parma,Italy,1208-03-05,1289-03-19,"Parma, Juan de",https://viaf.org/viaf/22305560/,,
"Parra Granada, Juan",https://d-nb.info/gnd/105678007X,,,Colombia,,,105678007X,,"Parra Granada, Juan",Unbekannt,,,,,"PARRA GRANADA, JUAN",,,,,,"Parra Granada, Juan",http://viaf.org/viaf/309788446,309788446,
"Parra Toro, Libardo",https://www.wikidata.org/wiki/Q6139090,Tartarín Moreyra,M,Colombia,1898,1954,1206444274,Q6139090,"Parra Toro, Libardo",Unbekannt,1895-02-15,1954-11-01,Valparaiso,Kolumbien,Tartarín Moreira,male,Valparaiso,Colombia,1898-01-01,1954-01-01,"Parra Toro, Libardo",http://viaf.org/viaf/2087158430383206260002,"2,08716E+21",
"Patiño Duque, Gustavo",https://d-nb.info/gnd/170548244,,,Colombia,,,170548244,,"Patiño Duque, Gustavo",Unbekannt,,,,,"PATINO DUQUE, GUSTAVO",,,,,,"PATINO DUQUE, GUSTAVO",,,
"Patiño Gutiérrez, Gustavo",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,,,1192683501,,"Patino, Gustavo A.",Unbekannt,,,,,"PATINO GUTIERREZ, GUSTAVO",,,,,,"PATINO GUTIERREZ, GUSTAVO",,,
"Paz, Felipe Santiago",https://www.wikidata.org/wiki/Q81620431,,,,1888,1930,,Q81620431,"Paz, Felipe Santiago",,,,,,Felipe Santiago Paz,,,,1888-01-01T00:00:00Z,1930-01-01T00:00:00Z,"Paz, Felipe Santiago",,,
